Treatment,Env,Line,seedwt,TreatmentName,seedwtzeros,water,fertilizer,spacing,stress_intensity
3,8,LH132,,PCZ,0,drought,lowN,dense,3
4,8,LH132,,GA,0,drought,lowN,dense,3
5,8,LH132,,PACGA,0,drought,lowN,dense,3
6,8,LH132,,nohormone,0,drought,lowN,dense,3
1,7,CML103,3.203,PAC,3.203,drought,lowN,regular,2
2,7,CML103,,UCN,0,drought,lowN,regular,2
3,7,CML103,3.5,PCZ,3.5,drought,lowN,regular,2
4,7,CML103,4.028,GA,4.028,drought,lowN,regular,2
5,7,CML103,,PACGA,0,drought,lowN,regular,2
6,7,CML103,3.07,nohormone,3.07,drought,lowN,regular,2
1,7,Mo360,3.473,PAC,3.473,drought,lowN,regular,2
2,7,Mo360,,UCN,0,drought,lowN,regular,2
3,7,Mo360,4.5,PCZ,4.5,drought,lowN,regular,2
4,7,Mo360,,GA,0,drought,lowN,regular,2
5,7,Mo360,,PACGA,0,drought,lowN,regular,2
6,7,Mo360,3.922,nohormone,3.922,drought,lowN,regular,2
1,7,B73,,PAC,0,drought,lowN,regular,2
2,7,B73,,UCN,0,drought,lowN,regular,2
3,7,B73,,PCZ,0,drought,lowN,regular,2
4,7,B73,,GA,0,drought,lowN,regular,2
5,7,B73,,PACGA,0,drought,lowN,regular,2
6,7,B73,,nohormone,0,drought,lowN,regular,2
1,8,CML103,,PAC,0,drought,lowN,dense,3
2,8,CML103,0,UCN,0,drought,lowN,dense,3
3,8,CML103,,PCZ,0,drought,lowN,dense,3
4,8,CML103,,GA,0,drought,lowN,dense,3
5,8,CML103,3.386,PACGA,3.386,drought,lowN,dense,3
6,8,CML103,3.104,nohormone,3.104,drought,lowN,dense,3
1,8,Mo360,3.179,PAC,3.179,drought,lowN,dense,3
2,8,Mo360,,UCN,0,drought,lowN,dense,3
3,8,Mo360,,PCZ,0,drought,lowN,dense,3
4,8,Mo360,,GA,0,drought,lowN,dense,3
5,8,Mo360,,PACGA,0,drought,lowN,dense,3
6,8,Mo360,2.89,nohormone,2.89,drought,lowN,dense,3
1,8,B73,,PAC,0,drought,lowN,dense,3
2,8,B73,,UCN,0,drought,lowN,dense,3
3,8,B73,,PCZ,0,drought,lowN,dense,3
4,8,B73,,GA,0,drought,lowN,dense,3
5,8,B73,,PACGA,0,drought,lowN,dense,3
6,8,B73,,nohormone,0,drought,lowN,dense,3
1,7,Mo298,,PAC,0,drought,lowN,regular,2
2,7,Mo298,3.723,UCN,3.723,drought,lowN,regular,2
3,7,Mo298,,PCZ,0,drought,lowN,regular,2
4,7,Mo298,,GA,0,drought,lowN,regular,2
5,7,Mo298,5.475,PACGA,5.475,drought,lowN,regular,2
6,7,Mo298,,nohormone,0,drought,lowN,regular,2
1,7,Mo352,3.936,PAC,3.936,drought,lowN,regular,2
2,7,Mo352,,UCN,0,drought,lowN,regular,2
3,7,Mo352,0,PCZ,0,drought,lowN,regular,2
4,7,Mo352,0,GA,0,drought,lowN,regular,2
5,7,Mo352,,PACGA,0,drought,lowN,regular,2
6,7,Mo352,2.898,nohormone,2.898,drought,lowN,regular,2
1,7,Oh43,5.162,PAC,5.162,drought,lowN,regular,2
2,7,Oh43,,UCN,0,drought,lowN,regular,2
3,7,Oh43,,PCZ,0,drought,lowN,regular,2
4,7,Oh43,,GA,0,drought,lowN,regular,2
5,7,Oh43,4.175,PACGA,4.175,drought,lowN,regular,2
6,7,Oh43,,nohormone,0,drought,lowN,regular,2
1,8,Mo298,,PAC,0,drought,lowN,dense,3
2,8,Mo298,,UCN,0,drought,lowN,dense,3
3,8,Mo298,,PCZ,0,drought,lowN,dense,3
4,8,Mo298,,GA,0,drought,lowN,dense,3
5,8,Mo298,,PACGA,0,drought,lowN,dense,3
6,8,Mo298,5,nohormone,5,drought,lowN,dense,3
1,8,Mo352,,PAC,0,drought,lowN,dense,3
2,8,Mo352,0,UCN,0,drought,lowN,dense,3
3,8,Mo352,4.087,PCZ,4.087,drought,lowN,dense,3
4,8,Mo352,4.718,GA,4.718,drought,lowN,dense,3
5,8,Mo352,,PACGA,0,drought,lowN,dense,3
6,8,Mo352,3.178,nohormone,3.178,drought,lowN,dense,3
1,7,Mo360,3.277,PAC,3.277,drought,lowN,regular,2
2,7,Mo360,,UCN,0,drought,lowN,regular,2
3,7,Mo360,4.656,PCZ,4.656,drought,lowN,regular,2
4,7,Mo360,4.039,GA,4.039,drought,lowN,regular,2
5,7,Mo360,4.282,PACGA,4.282,drought,lowN,regular,2
6,7,Mo360,3.473,nohormone,3.473,drought,lowN,regular,2
1,7,Mo276,3.612,PAC,3.612,drought,lowN,regular,2
2,7,Mo276,3.276,UCN,3.276,drought,lowN,regular,2
3,7,Mo276,0,PCZ,0,drought,lowN,regular,2
4,7,Mo276,0,GA,0,drought,lowN,regular,2
5,7,Mo276,0,PACGA,0,drought,lowN,regular,2
6,7,Mo276,3.314,nohormone,3.314,drought,lowN,regular,2
1,8,Mo360,0,PAC,0,drought,lowN,dense,3
2,8,Mo360,3.784,UCN,3.784,drought,lowN,dense,3
3,8,Mo360,4.396,PCZ,4.396,drought,lowN,dense,3
4,8,Mo360,3.818,GA,3.818,drought,lowN,dense,3
5,8,Mo360,3.763,PACGA,3.763,drought,lowN,dense,3
6,8,Mo360,4.061,nohormone,4.061,drought,lowN,dense,3
1,8,Mo276,0,PAC,0,drought,lowN,dense,3
2,8,Mo276,0,UCN,0,drought,lowN,dense,3
3,8,Mo276,0,PCZ,0,drought,lowN,dense,3
4,8,Mo276,,GA,0,drought,lowN,dense,3
5,8,Mo276,0,PACGA,0,drought,lowN,dense,3
6,8,Mo276,4.616,nohormone,4.616,drought,lowN,dense,3
